sgt_uniqueid,sgt_rank,sgt_dept,sgt_suprank,sgt_supdept,sup_uniqueid,sgt_deptid,sgt_male,sgt_white,sgt_tenure,sgt_politics,sgt_education,sgt_age,sgt_socialdominance1,sgt_socialdominance2,sgt_socialdominance3,sgt_socialdominance4,sgt_socialdominance5,sgt_socialdominance6,sgt_socialdominance7,sgt_selfevaluation1,sgt_selfevaluation2,sgt_selfevaluation3,sgt_selfevaluation4,sgt_selfevaluation5,sgt_selfevaluation6,sgt_selfevaluation7,sgt_selfevaluation8,sgt_selfevaluation9,sgt_selfevaluation10,sgt_selfevaluation11,sgt_selfevaluation12,sgt_fto_intfair1,sgt_fto_intfair2,sgt_fto_intfair3,sgt_fto_intfair4,sgt_fto_intfar5,sgt_fto_intfair6,sgt_fto_understoodneeds,sgt_ftogender,sgt_ftowhite,sgt_orgfair1,sgt_orgfair2,sgt_orgfair3,sgt_orgfair4,sgt_orgfair5,sgt_servlead1,sgt_servlead2,sgt_servlead3,sgt_servlead4,sgt_servlead5,sgt_servlead6,sgt_servlead7,sgt_psm5,sgt_occid2,sgt_psm1,sgt_occid1,sgt_occid3,sgt_psm2,sgt_occid4,sgt_psm4,sgt_psm3,sgt_supethguid1,sgt_supethguid2,sgt_supethguid3,sgt_supethguid4,sgt_supethguid5,sgt_strenuousexerciseweekly,sgt_moderateexerciseweekly,sgt_mildexerciseweekly,sgt_intfair1,sgt_intfair2,sgt_intfair3,sgt_intfair4,sgt_intfair5,sgt_intfair6,sgt_diversityclimate1,sgt_diversityclimate2,sgt_diversityclimate3,sgt_diversityclimate4,sgt_diversityclimate5,sgt_leaderintegrity1,sgt_leaderintegrity2,sgt_leaderintegrity3,sgt_leaderintegrity4,sgt_commdiversity1,sgt_commdiversity2,sgt_commdiversity3,sgt_commdiversity4,sgt_commdiversity5,sgt_monitored1,sgt_monitored2,sgt_monitored3,sgt_monitored4,sgt_monitored5,sgt_contactpressure,sgt_arrestpressure,sgt_policeasproblem,sgt_publicagree,sgt_publictruth,sgt_publichideinfo,sgt_homesafe,sgt_familyconcern,sgt_physicalharm,sgt_legalliability,sgt_verbalconfrontation,sgt_not applicable,sgt_morale_1,sgt_morale_2,sgt_morale_3,sgt_morale_4,sgt_morale_5,sgt_morale_6,sgt_proc_polic_5,sgt_empower_1,sgt_org_id_1,sgt_empower_2,sgt_comm_citizen_1,sgt_org_id_2,sgt_sgt_effective,sgt_empower_12,sgt_unit_politics_4,sgt_report_force_1,sgt_empower_3,sgt_felt_account_4,sgt_work_helps_comm_2,sgt_lt_effective,sgt_unit_politics_1,sgt_rule_bend_1,sgt_work_helps_comm_1,sgt_proc_polic_2,sgt_force_policy_2,sgt_empower_11,sgt_proc_polic_1,sgt_sgt_incivil_1,sgt_sgt_incivil_2,sgt_sgt_incivil_4,sgt_comm_citizen_3,sgt_empower_7,sgt_report_force_2,sgt_rule_bend_2,sgt_org_id_4,sgt_force_policy_1,sgt_force_policy_3,sgt_sgt_care_wellbeing,sgt_sgt_fail_to_notice,sgt_sgt_proud_mywork,sgt_lt_care_wellbeing,sgt_lt_fail_to_notice,sgt_lt_proud_mywork,sgt_lt_incivil_1,sgt_lt_incivil_2,sgt_lt_incivil_4,sgt_empower_4,sgt_rule_bend_3,sgt_proc_polic_3,sgt_rule_bend_4,sgt_comm_citizen_2,sgt_observed_excluded,sgt_observed_discrimated,sgt_you_excluded,sgt_you_discrimated,sgt_empower_9,sgt_different_myvisible_1,sgt_org_id_3,sgt_different_myvalues_2,sgt_empower_10,sgt_different_myeducation_3,sgt_proc_polic_4,sgt_career_regret,sgt_career_recommend,sgt_career_satisfaction,sgt_unit_listen,sgt_unit_reliable,sgt_burnout_1,sgt_felt_account_1,sgt_unit_politics_2,sgt_comm_citizen_4,sgt_felt_account_2,sgt_felt_account_3,sgt_woman_handle_duties,sgt_woman_not_suitable,sgt_woman_just_as_good,sgt_female_employee_preferential,sgt_minority_employee_preferential
1783_436_55,Sergeant,D3Investigations,Lieutenant,D3 Investigations,1779_345_55,55,1,1,29,2,2,47,3,4,3,4,3,3,3,4,4,4,2,4,4,4,2,4,3,4,1,5,5,5,5,5,5,5,2,473,2,4,3,4,4,3,3,2,2,3,3,3,4,4,4,4,4,4,3,3,4,3,3,3,3,3,5,2,2,3,3,3,3,3,3,5,2,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,3,3,4,2,2,3,3,4,3,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1771_436_55,Sergeant,D3Investigations,Lieutenant,D3 Investigations,1779_345_55,55,1,0,26,1,2,47,1,1,5,4,3,3,3,4,2,4,2,4,4,4,1,4,2,4,1,3,3,3,3,3,3,3,2,473,2,2,2,3,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,3,3,3,3,4,2,3,3,3,2,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2,4,2,3,3,1,1,2,3,4,2,2,3,3,3,3,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1774_436_55,Sergeant,D3Investigations,Lieutenant,D3 Investigations,1779_345_55,55,1,1,21,2,4,44,3,2,4,3,3,3,3,2,4,3,3,4,4,3,2,3,3,3,3,2,3,2,4,4,3,3,2,474,3,4,3,3,3,2,3,2,2,3,4,4,4,3,4,3,4,3,4,4,3,2,3,3,3,3,4,2,0,2,2,3,3,3,1,4,2,4,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,1,5,4,3,3,3,4,5,3,4,4,294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1816_392_57,Sergeant,D3Post18Cleveland,Lieutenant,D3 Post 18 Cleveland,1798_378_57,57,1,1,26,2,3,47,4,1,2,4,3,3,4,3,4,4,3,4,3,4,1,4,2,5,2,5,4,4,5,5,5,5,2,473,2,2,2,4,3,3,4,3,3,3,4,5,4,4,5,5,5,5,4,5,5,2,2,3,3,3,2,0,2,3,3,3,3,2,3,5,1,5,5,4,4,4,4,4,4,2,3,3,3,4,5,4,5,5,4,4,4,2,3,3,2,2,3,3,3,336,3,3,3,4,2,2,5,5,4,4,3,4,5,1,3,4,4,5,3,6,4,1,4,4,1,4,5,3,1,3,3,4,3,2,4,1,2,3,4,2,3,3,3,1,1,2,4,3,1,3,4,0,0,0,0,5,3,5,1,3,3,5,1,3,37,15,15,3,4,3,3,4,5,5,1,5,5,5
1815_392_57,Sergeant,D3Post18Cleveland,Lieutenant,D3 Post 18 Cleveland,1798_378_57,57,1,1,16,2,2,39,2,1,5,4,4,2,3,4,4,4,4,4,2,4,5,4,2,4,2,4,4,4,5,5,5,4,2,473,4,2,2,4,4,4,4,4,4,4,3,4,2,4,4,4,4,4,4,4,3,3,4,4,4,3,0,0,5,4,4,3,4,4,4,4,2,3,3,3,4,4,4,4,4,2,1,3,1,4,4,4,4,4,2,2,2,4,4,2,3,3,2,4,4,326,3,4,2,3,2,3,3,5,4,3,4,4,6,4,4,5,3,3,2,8,3,2,3,5,2,4,5,1,1,3,3,4,4,3,4,3,3,2,2,4,4,2,4,1,1,2,4,3,2,2,2,0,0,0,0,4,3,4,2,4,2,3,2,2,37,16,15,3,4,2,2,3,4,3,3,3,3,3
1802_392_57,Sergeant,D3Post18Cleveland,Lieutenant,D3 Post 18 Cleveland,1798_378_57,57,1,0,16,4,2,43,3,1,5,5,1,1,5,3,3,4,1,4,2,4,1,4,4,5,1,2,2,2,4,3,2,2,2,474,1,1,2,1,1,2,2,2,1,2,2,3,3,3,4,3,4,4,4,3,4,1,1,2,3,4,0,0,0,2,3,2,2,2,1,3,4,3,3,2,2,2,2,2,3,3,1,1,2,4,4,4,4,4,3,4,3,3,4,2,3,3,5,5,5,257,2,2,2,4,3,3,4,5,4,4,3,5,1,5,3,5,3,5,1,6,4,2,1,5,2,4,4,5,5,5,3,4,4,1,4,1,2,1,5,2,1,3,3,1,1,3,4,1,1,1,3,1,1,1,1,4,4,4,4,4,3,5,3,3,38,16,16,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1795_392_57,Sergeant,D3Post18Cleveland,Lieutenant,D3 Post 18 Cleveland,1798_378_57,57,1,0,20,3,3,47,2,1,5,5,1,1,5,2,4,2,3,4,4,4,2,2,5,4,4,5,4,5,5,4,4,4,2,473,3,1,1,2,1,1,3,2,1,2,2,3,4,4,5,4,4,5,4,5,5,2,2,2,3,3,4,4,4,2,3,2,2,2,2,4,4,4,4,2,3,2,2,4,3,3,3,3,3,3,3,2,2,2,5,4,3,3,3,3,4,4,2,4,5,303,NA,3,4,3,3,4,1,4,3,2,4,5,4,1,NA,2,3,1,3,4,4,3,4,5,3,3,3,2,2,1,4,4,4,3,4,3,2,3,4,3,3,3,3,2,2,3,4,3,2,4,NA,0,0,1,1,4,3,5,3,4,3,4,3,3,38,15,16,3,4,3,4,4,4,4,2,4,2,2
1819_392_57,Sergeant,D3Post18Cleveland,Lieutenant,D3 Post 18 Cleveland,1798_378_57,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,5,3,5,5,5,5,5,5,5,8,5,3,5,4,5,5,8,5,1,5,5,1,4,5,1,1,2,5,4,5,3,5,1,1,5,2,4,4,2,4,1,1,2,4,3,1,1,5,0,0,0,0,1,4,5,2,5,3,5,2,5,39,15,17,2,5,3,5,2,4,4,1,5,1,1
1797_392_57,Sergeant,D3Post18Cleveland,Lieutenant,D3 Post 18 Cleveland,1798_378_57,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,4,5,3,3,4,4,5,2,3,5,2,5,4,7,4,3,4,4,3,4,4,3,2,4,4,2,4,4,4,2,3,2,4,3,2,4,3,2,1,2,2,3,2,2,3,0,1,0,0,2,3,3,4,4,3,4,2,2,36,15,15,3,5,4,4,5,5,4,2,5,5,5
1841_375_58,Sergeant,D3Post3Ashland,Lieutenant,D3 Post 3 Ashland,1828_378_58,58,1,1,12,1,2,33,3,1,5,5,1,3,3,3,1,4,1,4,2,5,1,4,1,5,2,1,2,3,3,3,3,3,2,474,2,2,2,1,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,7,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,3,3,3,2,3,3,3,3,3,283,3,4,4,5,1,2,3,5,4,4,4,4,1,4,4,4,4,2,3,8,2,2,4,5,4,3,4,1,1,1,4,5,5,4,4,2,4,3,5,3,5,1,4,1,1,1,4,4,1,2,4,0,0,0,0,4,1,5,2,5,3,4,3,2,36,17,17,4,2,3,5,4,2,3,3,5,5,5
1835_375_58,Sergeant,D3Post3Ashland,Lieutenant,D3 Post 3 Ashland,1828_378_58,58,1,1,19,1,4,42,3,3,4,3,3,3,4,4,2,4,4,4,2,4,2,5,2,4,2,4,4,4,4,5,5,5,2,473,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,1,0,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,2,3,4,4,3,4,3,3,3,4,4,4,4,4,2,4,5,3,3,4,343,4,3,4,4,3,3,4,4,4,4,4,5,7,4,2,5,3,4,4,7,2,2,4,4,2,4,4,2,1,2,3,4,4,3,4,2,3,4,2,4,4,2,4,1,1,2,4,3,2,2,3,0,0,0,0,3,2,4,3,4,3,4,3,3,38,16,16,2,4,3,3,3,3,4,2,4,2,2
1824_375_58,Sergeant,D3Post3Ashland,Lieutenant,D3 Post 3 Ashland,1828_378_58,58,1,1,21,1,2,41,2,2,4,3,4,4,2,4,2,4,3,4,3,4,3,4,3,4,2,2,2,2,2,2,2,2,2,473,4,3,3,3,3,3,4,3,3,4,4,4,4,4,4,4,4,3,3,3,3,2,2,2,2,2,5,2,2,4,4,4,4,3,4,4,2,4,3,4,2,3,3,2,3,3,4,3,3,3,3,3,2,3,4,4,4,2,2,3,3,4,3,4,4,292,3,4,2,4,3,4,4,4,3,3,4,4,3,4,2,4,4,3,2,6,2,3,3,4,2,4,4,1,1,1,4,4,4,4,4,2,3,5,2,4,3,2,3,1,1,1,5,4,2,4,4,0,0,0,0,4,1,4,1,4,1,4,5,4,39,16,16,2,4,2,4,3,2,3,3,4,4,4
1840_375_58,Sergeant,D3Post3Ashland,Lieutenant,D3 Post 3 Ashland,1828_378_58,58,1,1,18,1,2,43,1,1,5,5,5,5,3,5,2,5,1,5,1,4,1,5,5,5,1,4,4,4,5,5,5,5,2,473,2,5,4,5,2,4,5,4,5,4,5,5,2,5,5,4,3,5,3,5,5,3,4,5,5,5,7,NA,3,4,5,4,5,3,4,5,1,5,5,5,5,3,5,5,5,1,3,4,3,5,5,5,5,4,5,4,4,1,2,4,2,4,5,3,4,378,3,3,4,4,2,2,5,5,4,5,5,4,8,5,2,1,4,4,5,5,1,1,5,5,2,5,5,1,1,1,5,4,5,1,4,1,2,5,1,4,4,3,4,1,1,2,4,1,1,1,5,0,0,0,0,4,2,4,2,5,2,5,5,3,38,16,17,3,5,3,5,2,1,3,2,5,4,4
1856_572_59,Sergeant,D3Post47Elyria,Lieutenant,D3 Post 47 Elyria,1863_378_59,59,1,1,26,4,4,49,1,3,5,4,3,1,5,3,3,5,1,5,3,3,1,4,4,5,2,5,3,3,5,3,5,5,2,473,1,1,1,3,1,3,3,2,3,3,3,3,3,1,4,2,4,5,1,3,3,3,2,3,3,3,3,3,7,2,3,2,3,2,2,5,1,5,5,3,3,3,3,3,4,2,3,4,3,2,4,3,3,2,5,5,4,4,3,1,1,2,5,5,4,308,2,3,2,4,1,3,5,5,4,4,5,3,7,5,3,5,5,5,3,5,4,3,4,3,1,3,5,3,3,4,3,3,5,3,1,1,1,3,3,3,1,3,3,3,3,3,3,3,3,1,5,0,0,0,0,5,3,1,4,4,3,5,1,1,36,13,13,2,5,3,4,3,3,5,3,5,5,5
1848_572_59,Sergeant,D3Post47Elyria,Lieutenant,D3 Post 47 Elyria,1863_378_59,59,1,0,15,1,2,35,1,1,5,5,2,2,5,4,1,5,2,4,2,4,1,4,2,5,3,4,4,4,5,5,5,5,2,474,4,4,3,4,3,4,3,4,4,4,4,5,4,4,5,5,4,5,5,5,5,3,4,4,5,5,4,1,0,3,4,4,4,4,4,4,2,4,4,3,4,3,4,4,4,2,4,4,3,4,5,4,4,4,3,3,4,2,2,3,3,4,2,4,4,355,4,4,4,5,4,4,4,5,5,5,4,4,7,4,4,5,4,4,5,7,4,3,5,5,2,4,5,1,1,2,4,4,4,3,4,2,2,5,2,1,4,2,4,1,1,2,4,3,1,2,5,0,0,0,0,4,5,4,4,5,2,5,4,5,38,15,15,2,5,3,4,4,4,4,2,5,2,2
1846_572_59,Sergeant,D3Post47Elyria,Lieutenant,D3 Post 47 Elyria,1863_378_59,59,1,0,21,2,2,43,2,1,5,5,1,1,5,1,4,4,2,5,4,4,1,4,5,4,2,5,5,5,5,5,5,5,2,474,2,4,2,4,2,4,4,2,2,4,3,4,4,4,5,4,4,5,4,5,5,2,2,3,3,2,2,2,2,3,4,3,3,3,3,4,3,5,3,2,3,3,3,3,4,2,5,5,5,3,4,3,4,2,5,5,4,4,3,3,2,4,5,3,5,337,1,2,2,3,1,3,5,5,4,4,5,4,5,5,2,5,1,4,4,5,5,2,4,5,1,4,5,1,1,2,5,4,5,2,4,2,4,2,2,3,1,5,5,1,1,3,2,2,1,2,2,0,0,0,0,5,2,5,3,5,2,4,1,1,35,16,16,4,4,5,4,2,4,5,1,5,5,5
1845_572_59,Sergeant,D3Post47Elyria,Lieutenant,D3 Post 47 Elyria,1863_378_59,59,1,1,8,1,4,34,2,2,5,5,2,3,3,4,4,4,2,4,1,4,1,4,2,5,4,5,5,5,4,4,5,5,2,NA,4,4,3,3,4,4,4,4,4,4,4,5,3,4,5,5,5,4,3,4,3,5,4,5,5,5,3,1,0,4,5,5,5,4,5,5,1,4,4,3,4,4,4,4,4,1,4,4,4,5,5,5,5,4,3,3,5,2,3,3,5,5,2,5,5,368,3,3,4,5,3,4,4,5,4,4,2,5,5,5,4,5,4,5,4,5,5,2,5,5,2,3,4,2,1,1,4,4,4,4,4,1,3,4,2,4,2,NA,NA,NA,NA,NA,4,4,1,2,4,0,0,0,0,4,NA,4,2,5,2,4,3,2,38,16,17,2,5,3,3,5,4,5,1,5,NA,NA
1868_510_60,Sergeant,D3Post52Medina,Lieutenant,D3 Post 52 Medina,1882_378_60,60,1,1,20,1,2,44,2,2,4,4,2,3,4,4,1,4,2,4,2,5,1,4,4,4,1,2,2,1,4,2,1,3,2,473,3,3,1,4,2,4,4,4,2,4,3,4,3,4,NA,3,3,4,3,5,5,2,2,4,3,3,4,3,0,2,4,4,4,4,3,4,2,3,3,3,3,2,2,2,3,2,4,3,3,4,3,2,3,3,4,4,4,2,3,3,2,2,3,3,4,282,4,4,4,4,3,2,3,5,4,4,3,2,7,4,2,5,3,4,2,4,4,1,4,3,3,4,4,2,2,1,3,4,4,2,4,3,1,4,2,4,4,4,2,3,1,2,4,2,2,2,4,0,0,0,0,4,1,4,4,4,3,3,4,4,38,16,14,2,5,4,4,4,2,4,2,4,3,3
1867_510_60,Sergeant,D3Post52Medina,Lieutenant,D3 Post 52 Medina,1882_378_60,60,1,1,21,1,1,44,2,1,4,3,2,4,2,2,4,4,2,4,4,4,1,5,4,4,2,4,2,4,4,4,4,4,2,473,1,1,1,1,1,3,2,2,2,4,2,4,4,4,3,4,4,4,3,4,4,1,2,3,2,3,5,3,2,1,4,4,4,4,1,4,2,3,3,2,3,3,3,3,4,2,4,4,4,3,3,3,3,3,5,5,4,4,4,3,3,4,2,3,3,291,2,2,2,2,1,3,4,5,4,3,4,4,3,4,3,4,2,4,3,2,4,3,2,4,2,4,4,4,5,5,4,2,4,4,4,2,2,4,4,4,1,5,1,5,5,4,3,3,2,4,4,0,0,1,1,3,2,2,4,4,3,4,3,1,36,15,15,4,4,4,4,4,4,4,2,4,5,5
1872_510_60,Sergeant,D3Post52Medina,Lieutenant,D3 Post 52 Medina,1882_378_60,60,1,1,21,1,2,45,4,4,4,2,3,4,3,4,2,4,4,4,4,4,2,4,4,5,3,5,4,4,5,5,5,5,2,473,3,2,1,2,2,4,3,4,3,5,4,5,4,5,5,5,4,5,5,3,4,4,4,2,4,3,4,2,1,5,4,4,3,3,2,5,2,4,4,3,4,3,3,3,4,2,4,4,4,4,5,4,4,4,3,4,4,2,3,3,2,3,3,3,2,342,3,4,4,5,3,4,4,5,4,3,5,4,8,5,5,4,3,5,4,5,4,2,4,5,3,4,5,3,4,2,5,4,4,3,5,3,2,4,3,3,2,4,2,3,3,5,4,3,2,2,2,0,0,0,0,3,2,4,3,4,2,4,4,4,38,16,17,2,4,3,5,2,4,5,1,5,3,3
1873_510_60,Sergeant,D3Post52Medina,Lieutenant,D3 Post 52 Medina,1882_378_60,60,1,0,12,4,4,39,5,2,1,4,1,1,5,NA,2,5,2,NA,4,4,2,5,3,NA,3,3,3,2,4,3,3,3,2,473,4,2,3,3,2,4,3,3,5,4,4,5,5,4,4,4,3,4,4,5,4,3,3,3,4,3,6,1,NA,5,5,5,5,4,4,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,3,3,3,3,5,4,2,4,4,323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1894_567_61,Sergeant,D3Post76Canton,Lieutenant,D3 Post 76 Canton,1905_423_61,61,1,1,19,2,2,42,3,1,4,4,1,4,2,4,2,4,3,4,2,4,2,4,4,4,2,4,2,4,4,4,2,4,2,473,2,4,5,5,1,4,5,3,3,5,5,5,3,4,5,5,3,5,4,5,4,2,3,5,5,5,4,1,7,2,4,4,5,4,5,5,1,5,5,5,5,5,5,5,4,2,4,4,4,5,5,5,5,5,5,5,4,2,3,4,2,2,5,4,3,361,3,4,4,4,3,4,4,4,4,4,4,4,5,4,4,4,4,4,4,2,2,2,4,2,2,4,4,2,1,1,4,4,4,2,2,2,2,4,2,4,2,4,2,4,4,4,3,2,2,2,4,1,1,1,1,4,2,2,3,4,2,4,5,2,38,15,16,3,4,4,4,2,4,4,2,4,5,5
1901_567_61,Sergeant,D3Post76Canton,Lieutenant,D3 Post 76 Canton,1905_423_61,61,1,1,15,2,4,38,2,2,4,4,3,3,4,3,4,4,3,4,2,4,2,4,2,4,2,4,4,4,5,5,5,5,2,473,3,4,4,4,4,3,4,4,3,4,5,5,4,4,4,4,4,4,4,4,4,2,2,4,4,4,0,2,3,4,4,4,4,5,5,5,1,4,5,4,4,4,4,4,4,2,4,4,3,4,5,4,4,3,3,3,4,3,4,2,2,2,2,3,4,345,3,3,4,5,3,3,4,5,4,5,4,5,7,4,3,5,5,4,4,7,2,1,5,5,2,4,5,1,1,1,4,3,5,2,4,2,3,2,2,4,2,2,4,1,1,3,3,2,2,2,4,0,0,0,0,3,2,5,4,5,3,4,4,3,38,16,16,3,5,3,4,3,3,5,2,5,3,3
1903_567_61,Sergeant,D3Post76Canton,Lieutenant,D3 Post 76 Canton,1905_423_61,61,1,1,18,1,2,41,1,1,1,3,3,3,2,4,1,4,1,4,1,5,1,5,1,5,1,3,3,3,4,5,5,4,2,473,2,2,5,5,4,1,1,1,1,1,1,4,2,5,5,5,5,4,5,5,5,1,1,1,3,4,2,2,2,1,1,1,1,1,1,4,1,4,4,4,1,1,1,1,4,1,4,4,4,1,5,4,1,1,5,5,4,2,2,4,4,3,3,3,4,273,3,3,3,5,3,2,4,5,2,4,1,4,1,5,4,1,4,5,1,2,5,1,4,5,1,4,5,4,4,5,4,4,4,1,5,1,1,1,5,1,3,1,1,1,1,3,4,1,2,1,4,0,0,0,0,4,1,5,1,5,3,5,4,4,38,17,17,2,5,1,3,2,5,3,2,3,4,4
1891_567_61,Sergeant,D3Post76Canton,Lieutenant,D3 Post 76 Canton,1905_423_61,61,1,1,18,1,2,40,3,2,4,4,2,2,4,3,4,4,2,4,4,4,2,3,4,4,2,3,3,3,3,4,2,3,2,473,1,2,2,4,1,1,2,2,1,3,3,3,4,4,4,2,3,5,2,2,4,2,2,3,3,3,2,3,0,1,1,1,1,1,1,5,1,4,3,3,3,3,2,2,4,2,4,3,3,5,5,5,5,1,5,5,4,3,3,3,4,4,2,3,4,279,2,2,1,3,1,1,4,4,4,4,3,2,2,4,3,5,2,5,4,2,4,2,4,5,2,4,5,4,4,5,3,1,4,3,2,1,2,1,5,1,1,5,1,4,3,4,3,2,1,3,4,0,0,0,0,2,2,3,2,4,4,4,4,1,36,17,17,4,5,3,2,4,5,4,2,4,4,4
1917_491_62,Sergeant,D3Post77Akron,Lieutenant,D3 Post 77 Akron,1924_423_62,62,1,1,30,1,3,55,3,4,3,4,3,3,3,4,2,4,1,5,2,4,1,4,2,4,1,3,3,4,4,4,4,4,2,473,2,4,3,4,3,5,5,4,4,5,5,5,2,3,4,4,4,4,3,5,4,2,3,4,4,4,2,0,0,3,5,5,5,5,5,4,2,4,3,3,5,5,5,5,3,3,3,3,3,4,5,5,5,4,1,1,4,3,4,3,5,5,2,4,4,336,3,3,3,4,3,2,3,5,3,4,2,3,9,4,3,4,3,3,4,5,2,2,4,5,2,4,4,1,1,1,3,4,2,3,4,3,4,5,1,5,3,3,3,1,1,3,3,3,3,3,3,0,0,0,0,4,1,4,1,4,3,4,4,3,38,16,17,2,5,2,2,2,2,3,3,3,3,3
1918_491_62,Sergeant,D3Post77Akron,Lieutenant,D3 Post 77 Akron,1924_423_62,62,1,1,19,1,4,41,4,4,2,4,3,2,3,4,4,4,4,4,4,4,2,4,3,3,4,4,4,4,4,4,4,4,2,473,2,4,2,4,1,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,4,4,4,4,1,3,1,3,5,4,4,4,5,4,1,3,3,4,5,5,5,5,2,4,2,2,1,4,4,4,4,3,5,5,3,4,3,2,1,3,3,4,5,340,2,3,2,4,2,2,4,5,4,4,3,4,9,4,4,4,4,5,5,5,3,2,4,3,2,4,4,2,2,2,3,4,3,3,4,2,3,5,2,5,2,4,2,4,4,4,4,3,3,3,3,0,0,0,0,3,2,4,2,4,3,4,2,2,36,16,15,4,4,3,4,4,4,3,2,4,4,4
